dataset,step,label,n_episodes,episode,seed,success,progress_pct,stage_reached,stage_index,failure_mode,ever_reached,ever_grasped,ever_lifted,ever_hovered,r_reach_max,r_grasp_max,r_lift_max,r_hover_max,max_staged_reward,init_gripper_to_can,min_gripper_to_can,reach_closure_frac,init_can_to_bin_xy,min_can_to_bin_xy,bin_closure_frac,max_can_height_gain,max_can_displacement,can_fell_off,steps,step_first_reach,step_first_grasp,step_first_lift,step_first_hover,step_first_success,eef_path_length,eef_net_displacement,path_efficiency,action_abs_mean,action_abs_max,action_saturation_frac,action_jerk_mean,gripper_cmd_mean,gripper_closed_frac,gripper_switches,best_shaped_reward
mg,1000,k1_mg_1000,30,0,100000,False,5.36,none,0,never_reached_cube,False,False,False,False,0.1786,0.0,0.0,0.0,0.1786,0.203,0.1161,0.4279,,,,0.0,0.0127,False,150,,,,,,2.4436,0.3914,0.1602,0.6303,0.9822,0.0,0.8205,0.0171,0.48,73,0.0794
mg,1000,k1_mg_1000,30,1,100001,False,4.66,none,0,never_reached_cube,False,False,False,False,0.1555,0.0,0.0,0.0,0.1555,0.1951,0.1237,0.366,,,,0.0,0.0127,False,150,,,,,,2.8816,0.5375,0.1865,0.6192,0.9822,0.0,0.787,0.0323,0.5333,71,0.0691
mg,1000,k1_mg_1000,30,2,100002,False,11.15,reach,1,reached_but_no_grasp,True,False,False,False,0.3717,0.0,0.0,0.0,0.3717,0.198,0.0739,0.6269,,,,0.0,0.0127,False,150,62,,,,,1.9771,0.2813,0.1423,0.6215,0.9822,0.0,0.8138,-0.0193,0.48,70,0.1652
mg,1000,k1_mg_1000,30,3,100003,False,15.44,reach,1,reached_but_no_grasp,True,False,False,False,0.5145,0.0,0.0,0.0,0.5145,0.2195,0.053,0.7584,,,,0.0,0.0127,False,150,116,,,,,2.1529,0.2087,0.0969,0.5913,0.9822,0.0,0.8107,0.0488,0.56,70,0.2287
mg,1000,k1_mg_1000,30,4,100004,False,5.88,none,0,never_reached_cube,False,False,False,False,0.1961,0.0,0.0,0.0,0.1961,0.2024,0.111,0.4518,,,,0.0,0.0274,False,150,,,,,,2.241,0.1603,0.0715,0.6078,0.9822,0.0,0.8168,0.138,0.62,77,0.0871
mg,1000,k1_mg_1000,30,5,100005,False,3.94,none,0,never_reached_cube,False,False,False,False,0.1313,0.0,0.0,0.0,0.1313,0.2096,0.1328,0.3665,,,,0.0,0.0127,False,150,,,,,,2.3202,0.2023,0.0872,0.621,0.9822,0.0,0.8208,0.0331,0.5333,76,0.0584
mg,1000,k1_mg_1000,30,6,100006,False,13.92,reach,1,reached_but_no_grasp,True,False,False,False,0.4642,0.0,0.0,0.0,0.4642,0.194,0.0598,0.6915,,,,0.0,0.0127,False,150,145,,,,,2.4248,0.1923,0.0793,0.6145,0.9822,0.0,0.8073,0.0545,0.5267,76,0.2063
mg,1000,k1_mg_1000,30,7,100007,False,0.71,none,0,never_reached_cube,False,False,False,False,0.0237,0.0,0.0,0.0,0.0237,0.2082,0.2212,0.0,,,,0.0,0.0127,False,150,,,,,,2.0242,0.2579,0.1274,0.6164,0.9822,0.0,0.7891,-0.0539,0.4533,83,0.0105
mg,1000,k1_mg_1000,30,8,100008,False,2.13,none,0,never_reached_cube,False,False,False,False,0.071,0.0,0.0,0.0,0.071,0.217,0.1651,0.2393,,,,0.0,0.0127,False,150,,,,,,2.4115,0.2365,0.0981,0.6268,0.9822,0.0,0.8269,0.0303,0.5067,62,0.0316
mg,1000,k1_mg_1000,30,9,100009,False,1.91,none,0,never_reached_cube,False,False,False,False,0.0638,0.0,0.0,0.0,0.0638,0.2226,0.1706,0.2334,,,,0.0,0.0127,False,150,,,,,,2.5299,0.2003,0.0792,0.63,0.9822,0.0,0.8222,0.078,0.5467,69,0.0284
mg,1000,k1_mg_1000,30,10,100010,False,4.08,none,0,never_reached_cube,False,False,False,False,0.136,0.0,0.0,0.0,0.136,0.1916,0.1309,0.3168,,,,0.0,0.0127,False,150,,,,,,1.7236,0.1648,0.0956,0.5989,0.9822,0.0,0.7952,-0.0185,0.4533,83,0.0604
mg,1000,k1_mg_1000,30,11,100011,False,0.97,none,0,never_reached_cube,False,False,False,False,0.0324,0.0,0.0,0.0,0.0324,0.2243,0.2053,0.0848,,,,0.0,0.0127,False,150,,,,,,2.3437,0.2717,0.1159,0.6121,0.9822,0.0,0.8033,0.0386,0.54,81,0.0144
mg,1000,k1_mg_1000,30,12,100012,False,1.2,none,0,never_reached_cube,False,False,False,False,0.0399,0.0,0.0,0.0,0.0399,0.2013,0.1947,0.0325,,,,0.0,0.0127,False,150,,,,,,2.1336,0.2457,0.1151,0.6148,0.9822,0.0,0.7875,0.0308,0.5133,90,0.0177
mg,1000,k1_mg_1000,30,13,100013,False,22.18,reach,1,reached_but_no_grasp,True,False,False,False,0.7392,0.0,0.0,0.0,0.7392,0.2152,0.0267,0.876,,,,0.0,0.0672,False,150,44,,,,,2.316,0.2503,0.1081,0.6253,0.9822,0.0,0.8165,-0.0241,0.5,75,0.3285
mg,1000,k1_mg_1000,30,14,100014,False,0.96,none,0,never_reached_cube,False,False,False,False,0.032,0.0,0.0,0.0,0.032,0.1895,0.206,0.0,,,,0.0,0.0127,False,150,,,,,,1.8036,0.1969,0.1092,0.6052,0.9822,0.0,0.7688,-0.0547,0.44,76,0.0142
mg,1000,k1_mg_1000,30,15,100015,False,0.63,none,0,never_reached_cube,False,False,False,False,0.021,0.0,0.0,0.0,0.021,0.2123,0.2273,0.0,,,,0.0,0.0127,False,150,,,,,,2.1709,0.3365,0.155,0.6021,0.9822,0.0,0.7716,0.0438,0.5333,65,0.0093
mg,1000,k1_mg_1000,30,16,100016,False,7.21,none,0,never_reached_cube,False,False,False,False,0.2405,0.0,0.0,0.0,0.2405,0.2127,0.0995,0.5323,,,,0.0,0.0127,False,150,,,,,,2.1123,0.2888,0.1367,0.6061,0.9822,0.0,0.7871,-0.0054,0.4867,67,0.1069
mg,1000,k1_mg_1000,30,17,100017,False,0.65,none,0,never_reached_cube,False,False,False,False,0.0217,0.0,0.0,0.0,0.0217,0.2207,0.2257,0.0,,,,0.0,0.0127,False,150,,,,,,2.1109,0.2765,0.131,0.6217,0.9822,0.0,0.8135,0.0711,0.5267,79,0.0096
mg,1000,k1_mg_1000,30,18,100018,False,0.82,none,0,never_reached_cube,False,False,False,False,0.0274,0.0,0.0,0.0,0.0274,0.2151,0.2138,0.0062,,,,0.0,0.0127,False,150,,,,,,2.3808,0.348,0.1462,0.6276,0.9822,0.0,0.8187,-0.0907,0.44,75,0.0122
mg,1000,k1_mg_1000,30,19,100019,False,4.74,none,0,never_reached_cube,False,False,False,False,0.1579,0.0,0.0,0.0,0.1579,0.1893,0.1228,0.3511,,,,0.0,0.054,False,150,,,,,,2.2124,0.2215,0.1001,0.6071,0.9822,0.0,0.8265,-0.0645,0.4133,80,0.0702
mg,1000,k1_mg_1000,30,20,100020,False,0.94,none,0,never_reached_cube,False,False,False,False,0.0314,0.0,0.0,0.0,0.0314,0.2094,0.2069,0.0123,,,,0.0,0.0127,False,150,,,,,,2.4731,0.283,0.1144,0.62,0.9822,0.0,0.7808,-0.0744,0.44,66,0.014
mg,1000,k1_mg_1000,30,21,100021,False,7.26,none,0,never_reached_cube,False,False,False,False,0.2421,0.0,0.0,0.0,0.2421,0.199,0.0991,0.5019,,,,0.0,0.0127,False,150,,,,,,2.0016,0.2017,0.1008,0.6052,0.9822,0.0,0.7991,-0.0286,0.4533,82,0.1076
mg,1000,k1_mg_1000,30,22,100022,False,0.95,none,0,never_reached_cube,False,False,False,False,0.0316,0.0,0.0,0.0,0.0316,0.2159,0.2065,0.0433,,,,0.0,0.0127,False,150,,,,,,2.5116,0.3501,0.1394,0.6115,0.9822,0.0,0.8056,-0.0363,0.4733,70,0.0141
mg,1000,k1_mg_1000,30,23,100023,False,1.47,none,0,never_reached_cube,False,False,False,False,0.049,0.0,0.0,0.0,0.049,0.2055,0.1842,0.1034,,,,0.0,0.0127,False,150,,,,,,2.0856,0.339,0.1625,0.6109,0.9822,0.0,0.7997,0.0709,0.5467,75,0.0218
mg,1000,k1_mg_1000,30,24,100024,False,1.11,none,0,never_reached_cube,False,False,False,False,0.0371,0.0,0.0,0.0,0.0371,0.2258,0.1985,0.121,,,,0.0,0.0127,False,150,,,,,,2.2759,0.2852,0.1253,0.617,0.9822,0.0,0.8305,-0.0679,0.48,70,0.0165
mg,1000,k1_mg_1000,30,25,100025,False,2.09,none,0,never_reached_cube,False,False,False,False,0.0696,0.0,0.0,0.0,0.0696,0.2069,0.1661,0.1971,,,,0.0,0.0127,False,150,,,,,,2.4006,0.1943,0.0809,0.6213,0.9822,0.0,0.7942,0.0172,0.4933,84,0.0309
mg,1000,k1_mg_1000,30,26,100026,False,6.83,none,0,never_reached_cube,False,False,False,False,0.2275,0.0,0.0,0.0,0.2275,0.1984,0.1026,0.4827,,,,0.0,0.0127,False,150,,,,,,1.9864,0.3604,0.1814,0.6263,0.9822,0.0,0.8148,0.0676,0.5533,65,0.1011
mg,1000,k1_mg_1000,30,27,100027,False,0.61,none,0,never_reached_cube,False,False,False,False,0.0205,0.0,0.0,0.0,0.0205,0.2147,0.2286,0.0,,,,0.0,0.0127,False,150,,,,,,2.3533,0.4341,0.1845,0.6245,0.9822,0.0,0.8013,0.0923,0.5267,85,0.0091
mg,1000,k1_mg_1000,30,28,100028,False,1.13,none,0,never_reached_cube,False,False,False,False,0.0378,0.0,0.0,0.0,0.0378,0.2292,0.1975,0.1382,,,,0.0,0.0127,False,150,,,,,,2.575,0.2994,0.1163,0.6135,0.9822,0.0,0.7805,-0.0269,0.4933,75,0.0168
mg,1000,k1_mg_1000,30,29,100029,False,11.19,reach,1,reached_but_no_grasp,True,False,False,False,0.373,0.0,0.0,0.0,0.373,0.2004,0.0736,0.6326,,,,0.0,0.0257,False,150,36,,,,,2.3277,0.4347,0.1868,0.6242,0.9822,0.0,0.8034,0.0754,0.56,67,0.1658
mg,250,k1_mg_250,30,0,100000,False,1.22,none,0,never_reached_cube,False,False,False,False,0.0406,0.0,0.0,0.0,0.0406,0.203,0.1938,0.0451,,,,0.0,0.0127,False,150,,,,,,2.0783,0.1938,0.0932,0.6088,0.9822,0.0,0.8208,-0.029,0.5,73,0.018
mg,250,k1_mg_250,30,1,100001,False,3.47,none,0,never_reached_cube,False,False,False,False,0.1158,0.0,0.0,0.0,0.1158,0.1951,0.1395,0.2851,,,,0.0,0.0127,False,150,,,,,,2.0586,0.1414,0.0687,0.6,0.9822,0.0,0.8033,0.0358,0.5267,71,0.0515
mg,250,k1_mg_250,30,2,100002,False,2.93,none,0,never_reached_cube,False,False,False,False,0.0978,0.0,0.0,0.0,0.0978,0.198,0.1484,0.2503,,,,0.0,0.0127,False,150,,,,,,2.0214,0.2375,0.1175,0.6248,0.9822,0.0,0.823,-0.0002,0.4867,86,0.0434
mg,250,k1_mg_250,30,3,100003,False,0.84,none,0,never_reached_cube,False,False,False,False,0.0278,0.0,0.0,0.0,0.0278,0.2195,0.213,0.0293,,,,0.0,0.0127,False,150,,,,,,2.2168,0.3767,0.1699,0.6136,0.9822,0.0,0.8458,-0.0114,0.5133,85,0.0124
mg,250,k1_mg_250,30,4,100004,False,0.8,none,0,never_reached_cube,False,False,False,False,0.0266,0.0,0.0,0.0,0.0266,0.2024,0.2153,0.0,,,,0.0,0.0127,False,150,,,,,,2.2057,0.1407,0.0638,0.6032,0.9822,0.0,0.7932,0.0204,0.4733,75,0.0118
mg,250,k1_mg_250,30,5,100005,False,0.8,none,0,never_reached_cube,False,False,False,False,0.0266,0.0,0.0,0.0,0.0266,0.2096,0.2153,0.0,,,,0.0,0.0127,False,150,,,,,,1.9997,0.2175,0.1088,0.6272,0.9822,0.0,0.7839,-0.0428,0.4533,64,0.0118
mg,250,k1_mg_250,30,6,100006,False,1.0,none,0,never_reached_cube,False,False,False,False,0.0335,0.0,0.0,0.0,0.0335,0.194,0.2037,0.0,,,,0.0,0.0127,False,150,,,,,,2.6211,0.1136,0.0433,0.6381,0.9822,0.0,0.8021,0.0178,0.5267,75,0.0149
mg,250,k1_mg_250,30,7,100007,False,2.67,none,0,never_reached_cube,False,False,False,False,0.0889,0.0,0.0,0.0,0.0889,0.2082,0.1534,0.2633,,,,0.0,0.0127,False,150,,,,,,2.627,0.4103,0.1562,0.6274,0.9822,0.0,0.8059,0.019,0.4533,63,0.0395
mg,250,k1_mg_250,30,8,100008,False,2.89,none,0,never_reached_cube,False,False,False,False,0.0962,0.0,0.0,0.0,0.0962,0.217,0.1493,0.3123,,,,0.0,0.0127,False,150,,,,,,2.2275,0.3796,0.1704,0.6197,0.9822,0.0,0.8168,-0.0206,0.4733,92,0.0427
mg,250,k1_mg_250,30,9,100009,False,0.53,none,0,never_reached_cube,False,False,False,False,0.0177,0.0,0.0,0.0,0.0177,0.2226,0.2358,0.0,,,,0.0,0.0127,False,150,,,,,,2.5471,0.2393,0.094,0.613,0.9822,0.0,0.8064,0.0425,0.5667,78,0.0079
mg,250,k1_mg_250,30,10,100010,False,1.4,none,0,never_reached_cube,False,False,False,False,0.0468,0.0,0.0,0.0,0.0468,0.1916,0.1865,0.0263,,,,0.0,0.0127,False,150,,,,,,2.0339,0.2257,0.111,0.61,0.9822,0.0,0.8405,0.0183,0.5067,74,0.0208
mg,250,k1_mg_250,30,11,100011,False,0.6,none,0,never_reached_cube,False,False,False,False,0.0199,0.0,0.0,0.0,0.0199,0.2243,0.23,0.0,,,,0.0,0.0127,False,150,,,,,,2.4002,0.1329,0.0554,0.6335,0.9822,0.0,0.807,-0.0639,0.4933,76,0.0089
mg,250,k1_mg_250,30,12,100012,False,0.94,none,0,never_reached_cube,False,False,False,False,0.0314,0.0,0.0,0.0,0.0314,0.2013,0.2069,0.0,,,,0.0,0.0127,False,150,,,,,,2.3289,0.3549,0.1524,0.6049,0.9822,0.0,0.7776,-0.001,0.4667,78,0.014
mg,250,k1_mg_250,30,13,100013,False,2.99,none,0,never_reached_cube,False,False,False,False,0.0998,0.0,0.0,0.0,0.0998,0.2152,0.1473,0.3154,,,,0.0,0.0127,False,150,,,,,,2.2725,0.3304,0.1454,0.6346,0.9822,0.0,0.8434,0.0065,0.54,79,0.0443
mg,250,k1_mg_250,30,14,100014,False,2.17,none,0,never_reached_cube,False,False,False,False,0.0723,0.0,0.0,0.0,0.0723,0.1895,0.1642,0.1338,,,,0.0,0.0127,False,150,,,,,,2.2213,0.1716,0.0772,0.6246,0.9822,0.0,0.8088,0.1314,0.5467,71,0.0321
mg,250,k1_mg_250,30,15,100015,False,0.67,none,0,never_reached_cube,False,False,False,False,0.0222,0.0,0.0,0.0,0.0222,0.2123,0.2244,0.0,,,,0.0,0.0127,False,150,,,,,,2.3022,0.3292,0.143,0.624,0.9822,0.0,0.7768,0.0058,0.5067,78,0.0099
mg,250,k1_mg_250,30,16,100016,False,2.32,none,0,never_reached_cube,False,False,False,False,0.0772,0.0,0.0,0.0,0.0772,0.2127,0.1608,0.2443,,,,0.0,0.0127,False,150,,,,,,2.4606,0.2016,0.0819,0.6102,0.9822,0.0,0.7845,0.0455,0.5333,73,0.0343
mg,250,k1_mg_250,30,17,100017,False,3.03,none,0,never_reached_cube,False,False,False,False,0.1009,0.0,0.0,0.0,0.1009,0.2207,0.1467,0.3351,,,,0.0,0.0127,False,150,,,,,,2.6601,0.3725,0.14,0.6404,0.9822,0.0,0.845,0.0515,0.52,85,0.0449
mg,250,k1_mg_250,30,18,100018,False,0.79,none,0,never_reached_cube,False,False,False,False,0.0262,0.0,0.0,0.0,0.0262,0.2151,0.2161,0.0,,,,0.0,0.0127,False,150,,,,,,2.0145,0.3196,0.1587,0.6354,0.9822,0.0,0.8476,-0.0248,0.4533,73,0.0116
mg,250,k1_mg_250,30,19,100019,False,1.68,none,0,never_reached_cube,False,False,False,False,0.0559,0.0,0.0,0.0,0.0559,0.1893,0.1775,0.0625,,,,0.0,0.0127,False,150,,,,,,2.8201,0.2194,0.0778,0.6234,0.9822,0.0,0.7907,0.0412,0.5267,80,0.0248
mg,250,k1_mg_250,30,20,100020,False,7.15,none,0,never_reached_cube,False,False,False,False,0.2383,0.0,0.0,0.0,0.2383,0.2094,0.1,0.5224,,,,0.0,0.0127,False,150,,,,,,2.2229,0.4251,0.1912,0.6245,0.9822,0.0,0.805,-0.0346,0.4867,74,0.1059
mg,250,k1_mg_250,30,21,100021,False,0.94,none,0,never_reached_cube,False,False,False,False,0.0315,0.0,0.0,0.0,0.0315,0.199,0.2068,0.0,,,,0.0,0.0127,False,150,,,,,,2.2953,0.2803,0.1221,0.6168,0.9822,0.0,0.7919,0.0957,0.5467,83,0.014
mg,250,k1_mg_250,30,22,100022,False,0.77,none,0,never_reached_cube,False,False,False,False,0.0255,0.0,0.0,0.0,0.0255,0.2159,0.2174,0.0,,,,0.0,0.0127,False,150,,,,,,1.9786,0.4201,0.2123,0.6221,0.9822,0.0,0.8029,0.0932,0.56,72,0.0114
mg,250,k1_mg_250,30,23,100023,False,0.72,none,0,never_reached_cube,False,False,False,False,0.0241,0.0,0.0,0.0,0.0241,0.2055,0.2203,0.0,,,,0.0,0.0127,False,150,,,,,,2.1155,0.3246,0.1535,0.601,0.9822,0.0,0.8176,0.0565,0.5733,78,0.0107
mg,250,k1_mg_250,30,24,100024,False,6.33,none,0,never_reached_cube,False,False,False,False,0.2111,0.0,0.0,0.0,0.2111,0.2258,0.1069,0.5267,,,,0.0,0.0127,False,150,,,,,,2.5307,0.1825,0.0721,0.6116,0.9822,0.0,0.7913,0.0757,0.5333,80,0.0938
mg,250,k1_mg_250,30,25,100025,False,2.43,none,0,never_reached_cube,False,False,False,False,0.081,0.0,0.0,0.0,0.081,0.2069,0.1583,0.2352,,,,0.0,0.0127,False,150,,,,,,2.0672,0.1533,0.0741,0.6362,0.9822,0.0,0.8489,-0.02,0.4867,76,0.036
mg,250,k1_mg_250,30,26,100026,False,0.82,none,0,never_reached_cube,False,False,False,False,0.0274,0.0,0.0,0.0,0.0274,0.1984,0.2138,0.0,,,,0.0,0.0127,False,150,,,,,,2.2854,0.1335,0.0584,0.6273,0.9822,0.0,0.7733,0.0422,0.54,73,0.0122
mg,250,k1_mg_250,30,27,100027,False,0.96,none,0,never_reached_cube,False,False,False,False,0.0321,0.0,0.0,0.0,0.0321,0.2147,0.2057,0.0421,,,,0.0,0.0127,False,150,,,,,,1.7987,0.5,0.278,0.6058,0.9822,0.0,0.8028,0.0799,0.5533,71,0.0143
mg,250,k1_mg_250,30,28,100028,False,0.79,none,0,never_reached_cube,False,False,False,False,0.0262,0.0,0.0,0.0,0.0262,0.2292,0.2161,0.0571,,,,0.0,0.0127,False,150,,,,,,2.2795,0.2152,0.0944,0.6236,0.9822,0.0,0.8054,0.0284,0.48,78,0.0116
mg,250,k1_mg_250,30,29,100029,False,0.8,none,0,never_reached_cube,False,False,False,False,0.0265,0.0,0.0,0.0,0.0265,0.2004,0.2154,0.0,,,,0.0,0.0127,False,150,,,,,,2.4194,0.2379,0.0983,0.623,0.9822,0.0,0.8007,-0.0368,0.48,69,0.0118
mg,500,k1_mg_500,30,0,100000,False,2.95,none,0,never_reached_cube,False,False,False,False,0.0985,0.0,0.0,0.0,0.0985,0.203,0.148,0.2707,,,,0.0,0.0127,False,150,,,,,,2.5427,0.4398,0.173,0.6084,0.9822,0.0,0.7951,0.1118,0.5867,69,0.0438
mg,500,k1_mg_500,30,1,100001,False,0.89,none,0,never_reached_cube,False,False,False,False,0.0298,0.0,0.0,0.0,0.0298,0.1951,0.2096,0.0,,,,0.0,0.0127,False,150,,,,,,2.3134,0.3298,0.1426,0.616,0.9822,0.0,0.7833,0.0215,0.5333,69,0.0132
mg,500,k1_mg_500,30,2,100002,False,2.93,none,0,never_reached_cube,False,False,False,False,0.0977,0.0,0.0,0.0,0.0977,0.198,0.1485,0.25,,,,0.0,0.0127,False,150,,,,,,2.344,0.2582,0.1102,0.6141,0.9822,0.0,0.8438,0.0095,0.5,71,0.0434
mg,500,k1_mg_500,30,3,100003,False,1.34,none,0,never_reached_cube,False,False,False,False,0.0447,0.0,0.0,0.0,0.0447,0.2195,0.1889,0.1393,,,,0.0,0.0127,False,150,,,,,,2.0001,0.3208,0.1604,0.6265,0.9822,0.0,0.82,0.0913,0.5267,72,0.0199
mg,500,k1_mg_500,30,4,100004,False,0.76,none,0,never_reached_cube,False,False,False,False,0.0252,0.0,0.0,0.0,0.0252,0.2024,0.2181,0.0,,,,0.0,0.0127,False,150,,,,,,2.0924,0.1845,0.0882,0.6223,0.9822,0.0,0.8192,-0.0461,0.4667,73,0.0112
mg,500,k1_mg_500,30,5,100005,False,8.64,none,0,never_reached_cube,False,False,False,False,0.2881,0.0,0.0,0.0,0.2881,0.2096,0.0891,0.5749,,,,0.0,0.0342,False,150,,,,,,2.2974,0.2325,0.1012,0.6103,0.9822,0.0,0.8024,0.0127,0.4867,87,0.128
mg,500,k1_mg_500,30,6,100006,False,2.97,none,0,never_reached_cube,False,False,False,False,0.0991,0.0,0.0,0.0,0.0991,0.194,0.1477,0.2385,,,,0.0,0.0127,False,150,,,,,,2.3351,0.2876,0.1232,0.6398,0.9822,0.0,0.821,0.0649,0.58,74,0.044
mg,500,k1_mg_500,30,7,100007,False,1.89,none,0,never_reached_cube,False,False,False,False,0.0629,0.0,0.0,0.0,0.0629,0.2082,0.1714,0.177,,,,0.0,0.0127,False,150,,,,,,2.3976,0.3594,0.1499,0.6278,0.9822,0.0,0.8427,-0.0045,0.4867,79,0.028
mg,500,k1_mg_500,30,8,100008,False,2.49,none,0,never_reached_cube,False,False,False,False,0.0829,0.0,0.0,0.0,0.0829,0.217,0.157,0.2765,,,,0.0,0.0127,False,150,,,,,,1.9993,0.1865,0.0933,0.6155,0.9822,0.0,0.8102,0.1098,0.5667,77,0.0369
mg,500,k1_mg_500,30,9,100009,False,3.48,none,0,never_reached_cube,False,False,False,False,0.1158,0.0,0.0,0.0,0.1158,0.2226,0.1394,0.3734,,,,0.0,0.0127,False,150,,,,,,2.4217,0.1933,0.0798,0.6088,0.9822,0.0,0.796,0.0638,0.5467,72,0.0515
mg,500,k1_mg_500,30,10,100010,False,1.03,none,0,never_reached_cube,False,False,False,False,0.0342,0.0,0.0,0.0,0.0342,0.1916,0.2026,0.0,,,,0.0,0.0127,False,150,,,,,,2.1962,0.4082,0.1859,0.623,0.9822,0.0,0.8028,0.0565,0.5333,74,0.0152
mg,500,k1_mg_500,30,11,100011,False,0.87,none,0,never_reached_cube,False,False,False,False,0.0291,0.0,0.0,0.0,0.0291,0.2243,0.2108,0.0603,,,,0.0,0.0127,False,150,,,,,,2.5747,0.3081,0.1197,0.6171,0.9822,0.0,0.8046,-0.0043,0.4933,84,0.0129
mg,500,k1_mg_500,30,12,100012,False,1.11,none,0,never_reached_cube,False,False,False,False,0.0369,0.0,0.0,0.0,0.0369,0.2013,0.1987,0.0126,,,,0.0,0.0127,False,150,,,,,,2.1457,0.2422,0.1129,0.6217,0.9822,0.0,0.842,0.0934,0.5733,76,0.0164
mg,500,k1_mg_500,30,13,100013,False,11.38,reach,1,reached_but_no_grasp,True,False,False,False,0.3793,0.0,0.0,0.0,0.3793,0.2152,0.0726,0.6626,,,,0.0,0.0422,False,150,75,,,,,2.3033,0.2325,0.1009,0.6155,0.9822,0.0,0.8236,-0.1027,0.4467,75,0.1686
mg,500,k1_mg_500,30,14,100014,False,1.42,none,0,never_reached_cube,False,False,False,False,0.0474,0.0,0.0,0.0,0.0474,0.1895,0.1859,0.0191,,,,0.0,0.0127,False,150,,,,,,2.2808,0.3055,0.1339,0.627,0.9822,0.0,0.8247,-0.0113,0.46,76,0.0211
mg,500,k1_mg_500,30,15,100015,False,2.64,none,0,never_reached_cube,False,False,False,False,0.0881,0.0,0.0,0.0,0.0881,0.2123,0.1539,0.2755,,,,0.0,0.0127,False,150,,,,,,2.2952,0.2164,0.0943,0.6076,0.9822,0.0,0.7704,0.0267,0.52,63,0.0392
mg,500,k1_mg_500,30,16,100016,False,6.65,none,0,never_reached_cube,False,False,False,False,0.2218,0.0,0.0,0.0,0.2218,0.2127,0.1041,0.5108,,,,0.0,0.0127,False,150,,,,,,2.2847,0.2683,0.1174,0.6319,0.9822,0.0,0.8163,0.0131,0.5267,76,0.0986
mg,500,k1_mg_500,30,17,100017,False,2.07,none,0,never_reached_cube,False,False,False,False,0.0692,0.0,0.0,0.0,0.0692,0.2207,0.1665,0.2457,,,,0.0,0.0127,False,150,,,,,,2.3549,0.2773,0.1178,0.6177,0.9822,0.0,0.7961,-0.0035,0.5,80,0.0307
mg,500,k1_mg_500,30,18,100018,False,1.07,none,0,never_reached_cube,False,False,False,False,0.0356,0.0,0.0,0.0,0.0356,0.2151,0.2005,0.0681,,,,0.0,0.0127,False,150,,,,,,2.3901,0.2739,0.1146,0.6161,0.9822,0.0,0.7961,-0.0753,0.4867,73,0.0158
mg,500,k1_mg_500,30,19,100019,False,19.29,reach,1,reached_but_no_grasp,True,False,False,False,0.6429,0.0,0.0,0.0,0.6429,0.1893,0.0374,0.8027,,,,0.0,0.0652,False,150,113,,,,,2.2686,0.2515,0.1108,0.5964,0.9822,0.0,0.8201,-0.0355,0.4667,73,0.2857
mg,500,k1_mg_500,30,20,100020,False,12.29,reach,1,reached_but_no_grasp,True,False,False,False,0.4097,0.0,0.0,0.0,0.4097,0.2094,0.0678,0.6762,,,,0.0,0.024,False,150,38,,,,,2.0042,0.1603,0.08,0.6301,0.9822,0.0,0.8122,-0.0385,0.4333,73,0.1821
mg,500,k1_mg_500,30,21,100021,False,3.97,none,0,never_reached_cube,False,False,False,False,0.1325,0.0,0.0,0.0,0.1325,0.199,0.1323,0.3352,,,,0.0,0.0127,False,150,,,,,,2.1782,0.2559,0.1175,0.6145,0.9822,0.0,0.8239,-0.0029,0.4733,75,0.0589
mg,500,k1_mg_500,30,22,100022,False,1.22,none,0,never_reached_cube,False,False,False,False,0.0407,0.0,0.0,0.0,0.0407,0.2159,0.1937,0.1025,,,,0.0,0.0127,False,150,,,,,,2.3972,0.4157,0.1734,0.6176,0.9822,0.0,0.8109,0.0508,0.5133,81,0.0181
mg,500,k1_mg_500,30,23,100023,False,1.02,none,0,never_reached_cube,False,False,False,False,0.0341,0.0,0.0,0.0,0.0341,0.2055,0.2027,0.0137,,,,0.0,0.0127,False,150,,,,,,2.2339,0.3068,0.1373,0.6187,0.9822,0.0,0.8086,-0.0999,0.46,77,0.0152
mg,500,k1_mg_500,30,24,100024,False,15.63,reach,1,reached_but_no_grasp,True,False,False,False,0.521,0.0,0.0,0.0,0.521,0.2258,0.0522,0.769,,,,0.0,0.0127,False,150,48,,,,,2.0723,0.2616,0.1262,0.6256,0.9822,0.0,0.7878,-0.0687,0.4533,75,0.2316
mg,500,k1_mg_500,30,25,100025,False,2.36,none,0,never_reached_cube,False,False,False,False,0.0785,0.0,0.0,0.0,0.0785,0.2069,0.1599,0.2275,,,,0.0,0.0127,False,150,,,,,,2.6468,0.0819,0.0309,0.62,0.9822,0.0,0.8079,-0.0314,0.4733,78,0.0349
mg,500,k1_mg_500,30,26,100026,False,0.93,none,0,never_reached_cube,False,False,False,False,0.031,0.0,0.0,0.0,0.031,0.1984,0.2075,0.0,,,,0.0,0.0127,False,150,,,,,,2.3332,0.4877,0.209,0.6066,0.9822,0.0,0.789,-0.0738,0.4867,75,0.0138
mg,500,k1_mg_500,30,27,100027,False,1.48,none,0,never_reached_cube,False,False,False,False,0.0492,0.0,0.0,0.0,0.0492,0.2147,0.184,0.1432,,,,0.0,0.0127,False,150,,,,,,2.6095,0.2928,0.1122,0.6156,0.9822,0.0,0.7763,0.0634,0.54,74,0.0219
